permno,mergent_id,PERMCO,GVKEY,companyid,Company Name,Ticker Symbol,CUSIP,Primary Link Marker,Security-level Identifier,Link Type Codd,Historical CRSP PERMCO Link to COMPUSTAT Record,First Effective Date of Link,Last Effective Date of Link
90558,79633,46156,162401,551056,HUNTSMAN CORP,HUN,447011107,P,01,LC,46156,2005-02-11T00:00:00Z,NA
90561,46225,7764,019124,21512,NASB FINANCIAL INC,NASB,628968109,P,01,LU,7764,1985-10-02T00:00:00Z,NA
90561,46225,7764,019124,2148363,NASB FINANCIAL INC,NASB,628968109,P,01,LU,7764,1985-10-02T00:00:00Z,NA
90564,111732,46162,162335,600759,PRESTIGE CONSUMER HEALTHCARE,PBH,74112D101,P,01,LC,46162,2005-02-10T00:00:00Z,NA
90568,111328,46168,161843,627980,MANITEX INTERNATIONAL INC,MNTX,563420108,P,01,LC,46168,2005-02-15T00:00:00Z,NA
90569,111342,46169,162385,97122,WEX INC,WEX,96208T104,P,01,LC,46169,2005-02-16T00:00:00Z,NA
90590,111324,46272,118525,735005,ENTERPRISE BANCORP INC/MA,EBTC,293668109,P,01,LC,46272,2005-02-14T00:00:00Z,NA
90601,111307,46282,149337,42640,NASDAQ INC,NDAQ,631103108,P,01,LC,46282,2005-02-10T00:00:00Z,NA
90603,111334,46284,109183,830856,PREFERRED BANK LOS ANGELES,PFBC,740367404,P,01,LC,46284,2005-02-15T00:00:00Z,NA
90605,111313,46287,162338,633076,UNIVERSAL LOGISTICS HLDGS,ULH,91388P105,P,01,LC,46287,2005-02-11T00:00:00Z,NA
90608,62821,46418,023226,837418,INUVO INC,INUV,46122W204,P,01,LC,46418,2005-03-03T00:00:00Z,NA
90634,111622,46441,162560,643128,AXOS FINANCIAL INC,AX,05465C100,P,01,LC,46441,2005-03-15T00:00:00Z,NA
90643,111829,46538,145979,80432,ACCURIDE CORP,ACW,00439T206,P,02,LC,46538,2010-12-22T00:00:00Z,2016-11-30T00:00:00Z
90643,111829,46538,145979,80432,ACCURIDE CORP,ACW,00439T206,P,01,LC,46538,2005-04-26T00:00:00Z,2008-11-11T00:00:00Z
90643,111829,46538,145979,1678293,ACCURIDE CORP,ACW,00439T206,P,02,LC,46538,2010-12-22T00:00:00Z,2016-11-30T00:00:00Z
90643,111829,46538,145979,1678293,ACCURIDE CORP,ACW,00439T206,P,01,LC,46538,2005-04-26T00:00:00Z,2008-11-11T00:00:00Z
90657,111840,46553,162733,82823,VERIFONE SYSTEMS INC,PAY.4,92342Y109,P,01,LC,46553,2005-04-29T00:00:00Z,2018-08-31T00:00:00Z
90664,111803,46559,162887,373917,DEXCOM INC,DXCM,252131107,P,01,LC,46559,2005-04-14T00:00:00Z,NA
90672,111761,46566,162742,647392,FREIGHTCAR AMERICA INC,RAIL,357023100,P,01,LC,46566,2005-04-06T00:00:00Z,NA
90679,111846,46668,160742,601717,COFFEE HOLDING CO INC,JVA,192176105,P,01,LC,46668,2005-05-03T00:00:00Z,NA
90680,111908,46669,160706,601972,DIAMONDROCK HOSPITALITY CO,DRH,252784301,P,02,LC,46669,2005-05-26T00:00:00Z,NA
90687,111852,46675,063383,15312,HYPERDYNAMICS CORP,HDYNQ,448954206,C,01,LC,46675,2005-05-05T00:00:00Z,2015-03-10T00:00:00Z
90698,111896,46684,163594,735060,TRANSMONTAIGNE PARTNERS LP,TLP,89376V100,P,01,LC,46684,2005-05-25T00:00:00Z,2019-02-28T00:00:00Z
90701,111851,46687,162559,604003,LAZARD INC,LAZ,52110M109,C,01,LC,46687,2005-05-05T00:00:00Z,NA
90706,111890,46691,163051,736858,CITI TRENDS INC,CTRN,17306X102,P,01,LC,46691,2005-05-18T00:00:00Z,NA
90708,111848,46692,160373,376777,MORNINGSTAR INC,MORN,617700109,P,01,LC,46692,2005-05-03T00:00:00Z,NA
90710,106732,46694,062139,24648,PLUMAS BANCORP,PLBC,729273102,P,01,LC,46694,2005-05-18T00:00:00Z,NA
90715,111860,46697,162988,467542,ZUMIEZ INC,ZUMZ,989817101,P,01,LC,46697,2005-05-06T00:00:00Z,NA
90716,111861,46701,155280,533426,AIR TRANSPORT SERVICES GROUP,ATSG,00922R105,P,01,LC,46701,2005-05-09T00:00:00Z,NA
90720,111974,46846,163036,141427,BUILDERS FIRSTSOURCE,BLDR,12008R107,P,01,LC,46846,2005-06-22T00:00:00Z,NA
90724,111981,46849,163685,783042,EAGLE BULK SHIPPING INC,EGLE,Y2187A150,P,02,LC,46849,2014-10-16T00:00:00Z,2024-04-30T00:00:00Z
90724,111981,46849,163685,783042,EAGLE BULK SHIPPING INC,EGLE,Y2187A150,C,01,LC,46849,2014-10-01T00:00:00Z,2014-10-15T00:00:00Z
90724,111981,46849,163685,783042,EAGLE BULK SHIPPING INC,EGLE,Y2187A150,P,01,LC,46849,2005-06-23T00:00:00Z,2014-09-30T00:00:00Z
90734,111951,46857,162404,745486,LHC GROUP INC,LHCG,50187A107,P,01,LC,46857,2005-06-09T00:00:00Z,2023-02-28T00:00:00Z
90735,111983,46858,163668,806647,LINCOLN EDUCATIONAL SERVICES,LINC,533535100,P,01,LC,46858,2005-06-23T00:00:00Z,NA
90742,111953,46864,162907,823124,SILICON GRAPHICS INTL CORP,SGI,82706L108,P,01,LC,46864,2005-06-10T00:00:00Z,2016-11-30T00:00:00Z
90748,111929,46870,162809,484090,XENOPORT INC,XNPT,98411C100,P,01,LC,46870,2005-06-02T00:00:00Z,2016-07-29T00:00:00Z
90755,111927,46878,163884,925729,FRANKLIN STREET PROPERTIES,FSP,35471R106,P,01,LC,46878,2005-06-02T00:00:00Z,NA
90756,20219,7765,011721,23438,OSHKOSH CORP,OSK,688239201,P,01,LC,7765,1985-10-02T00:00:00Z,NA
90763,112006,46886,163629,485259,NEUSTAR INC,NSR.3,64126X201,P,01,LC,46886,2005-06-29T00:00:00Z,2017-08-07T00:00:00Z
90775,111957,46889,163983,735062,TREEHOUSE FOODS INC,THS,89469A104,P,01,LC,46889,2005-06-28T00:00:00Z,NA
90778,117274,46892,147750,957890,NTS INC,NTS,62943B105,P,01,LC,46892,2005-06-08T00:00:00Z,2014-06-30T00:00:00Z
90779,112117,46986,163939,595598,ALON USA ENERGY INC,ALJ,020520102,P,01,LC,46986,2005-07-28T00:00:00Z,2017-07-31T00:00:00Z
90783,68687,46992,028347,12144,FLOTEK INDUSTRIES INC,FTK,343389409,P,01,LC,46992,2005-07-27T00:00:00Z,NA
90790,112036,47000,162160,660184,MEDICAL PROPERTIES TRUST,MPW,58463J304,C,01,LC,47000,2005-07-08T00:00:00Z,NA
90791,112086,47001,163887,23339,ORCHIDS PAPER PRODUCTS,TISUQ,68572N104,P,01,LC,47001,2005-07-15T00:00:00Z,2020-02-29T00:00:00Z
90792,112111,47002,163877,734923,PIKE CORP,PIKE,721283109,P,01,LC,47002,2005-07-27T00:00:00Z,2014-12-31T00:00:00Z
90795,112007,46888,164255,933328,JAMBA INC,JMBA,47023A309,P,02,LC,46888,2005-07-28T00:00:00Z,2018-09-28T00:00:00Z
90803,112107,47009,162127,1001479,CONSOLIDATED COMM HLDGS INC,CNSL,209034107,P,01,LC,47009,2005-07-22T00:00:00Z,2024-12-31T00:00:00Z
90805,112100,47011,164296,814899,WARNER BROS DISCOVERY INC,WBD,934423104,P,01,LC,47011,2005-07-21T00:00:00Z,2022-04-08T00:00:00Z
90805,112100,47011,164296,1201609,WARNER BROS DISCOVERY INC,WBD,934423104,P,01,LC,47011,2005-07-21T00:00:00Z,2022-04-08T00:00:00Z
90805,112100,59247,164296,1201609,WARNER BROS DISCOVERY INC,WBD,934423104,P,01,LC,47011,2005-07-21T00:00:00Z,2022-04-08T00:00:00Z
90807,112104,47012,163627,803623,DIAMOND FOODS INC,DMND,252603105,P,01,LC,47012,2005-07-21T00:00:00Z,2016-02-26T00:00:00Z
90808,112093,17323,126296,770141,EXPEDIA GROUP INC,EXPE,30212P303,P,02,LC,47013,2005-07-29T00:00:00Z,NA
90808,112093,47013,126296,770141,EXPEDIA GROUP INC,EXPE,30212P303,P,02,LC,47013,2005-07-29T00:00:00Z,NA
90825,112137,47179,164506,665743,ACCO BRANDS CORP,ACCO,00081T108,P,02,LC,47179,2005-08-17T00:00:00Z,NA
90829,112154,47183,163946,665753,CF INDUSTRIES HOLDINGS INC,CF,125269100,P,01,LC,47183,2005-08-11T00:00:00Z,NA
90833,112162,47186,161040,483238,HEARTLAND PAYMENT SYSTEMS,HPY,42235N108,P,01,LC,47186,2005-08-11T00:00:00Z,2016-04-22T00:00:00Z
90849,112177,47195,162957,26470,ROCKWOOD HOLDINGS INC,ROC.3,774415103,P,01,LC,47195,2005-08-17T00:00:00Z,2015-01-30T00:00:00Z
90850,87369,47197,029985,560881,STANTEC INC,STN,85472N109,P,01,LC,47197,2005-08-05T00:00:00Z,NA
90867,112134,47213,163893,130797,MWI VETERINARY SUPPLY,MWIV,55402X105,P,01,LC,47213,2005-08-03T00:00:00Z,2015-02-27T00:00:00Z
90870,112166,47216,164557,640918,RBC BEARINGS INC,RBC,75524B104,P,01,LC,47216,2005-08-10T00:00:00Z,NA
90871,112161,47217,163891,462965,RUTHS HOSPITALITY GROUP INC,RUTH,783332109,P,01,LC,47217,2005-08-09T00:00:00Z,2023-06-30T00:00:00Z
90880,112230,47422,164708,667645,AMERIPRISE FINANCIAL INC,AMP,03076C106,P,01,LC,47422,2005-10-03T00:00:00Z,NA
90885,112244,47428,163678,828012,EVERI HOLDINGS INC,EVRI,30034T103,P,01,LC,47428,2005-09-23T00:00:00Z,NA
90886,112277,47429,163935,732330,GLOBAL PARTNERS LP,GLP,37946R109,P,01,LC,47429,2005-09-29T00:00:00Z,NA
90900,112296,47440,164609,488938,GENOMIC HEALTH INC,GHDX,37244C101,P,01,LC,47440,2005-09-29T00:00:00Z,2019-11-29T00:00:00Z
90901,112261,47441,160797,480365,IKANOS COMMUNICATIONS INC,IKAN,45173E204,P,01,LC,47441,2005-09-22T00:00:00Z,2015-09-30T00:00:00Z
90907,112284,47447,023813,461263,VIRACTA THERAPEUTICS INC,VIRX,92765F108,P,01,LC,47447,2021-02-25T00:00:00Z,NA
90914,112298,16406,115404,33212,WEBMD HEALTH CORP,WBMD,94770V102,P,01,LC,47452,2009-10-24T00:00:00Z,2017-09-15T00:00:00Z
90914,112298,16406,115404,734850,WEBMD HEALTH CORP,WBMD,94770V102,P,01,LC,47452,2009-10-24T00:00:00Z,2017-09-15T00:00:00Z
90914,112298,16406,115404,2702847,WEBMD HEALTH CORP,WBMD,94770V102,P,01,LC,47452,2009-10-24T00:00:00Z,2017-09-15T00:00:00Z
90914,112298,47452,115404,734850,WEBMD HEALTH CORP,WBMD,94770V102,P,01,LC,47452,2009-10-24T00:00:00Z,2017-09-15T00:00:00Z
90925,112304,47864,165264,916730,FIDELITY NATIONAL FINANCIAL,FNF,31620R303,P,01,LC,47864,2005-10-18T00:00:00Z,NA
90951,112386,47879,164607,753941,HERCULES OFFSHORE INC,HEROQ,427093307,P,03,LC,47879,2015-11-09T00:00:00Z,2016-06-14T00:00:00Z
90951,112386,47879,164607,753941,HERCULES OFFSHORE INC,HEROQ,427093307,P,01,LC,47879,2005-10-27T00:00:00Z,2015-08-23T00:00:00Z
90954,112387,47882,164615,625678,MATHSTAR INC-OLD,MATH.1,57699Z934,P,01,LC,47882,2005-10-27T00:00:00Z,2008-10-22T00:00:00Z
90954,112387,47882,184592,2142612,SAJAN INC,SAJA,79379T202,P,01,LC,47882,2014-09-04T00:00:00Z,2017-07-19T00:00:00Z
90956,112362,47884,164432,755706,NCI INC,NCIT,62886K104,P,01,LC,47884,2005-10-24T00:00:00Z,2017-08-31T00:00:00Z
90957,112388,47885,164612,630051,NXSTAGE MEDICAL INC,NXTM,67072V103,P,01,LC,47885,2005-10-27T00:00:00Z,2019-02-28T00:00:00Z
90961,137564,47887,164365,913664,WATERSTONE FINANCIAL INC,WSBF,94188P101,P,01,LC,47887,2005-10-05T00:00:00Z,NA
90963,112491,48766,164572,482661,AMERISAFE INC,AMSF,03071H100,P,01,LC,48766,2005-11-18T00:00:00Z,NA
90966,112409,48769,163987,875415,CBEYOND INC,CBEY,149847105,P,01,LC,48769,2005-11-02T00:00:00Z,2014-07-18T00:00:00Z
90968,112427,48770,021126,421272,EPIRUS BIOPHARMACEUTICALS,EPRSQ,29428P107,C,01,LC,48770,2014-07-16T00:00:00Z,NA
90971,112425,48773,164416,464072,IROBOT CORP,IRBT,462726100,P,01,LC,48773,2005-11-09T00:00:00Z,NA
90978,112489,48778,165051,489063,SUNPOWER CORP,SPWRQ,867652406,P,01,LC,48778,2005-11-17T00:00:00Z,2024-11-29T00:00:00Z
90979,112493,48779,165052,786736,UNDER ARMOUR INC,UAA,904311107,P,01,LC,48779,2005-11-18T00:00:00Z,NA
90983,16546,7788,016989,24123,PEOPLES BANCORP NC INC,PEBK,710577107,P,01,LU,7788,1985-10-16T00:00:00Z,NA
90984,112410,48782,163916,790787,WEB.COM GROUP INC,WEB,94733A104,P,01,LC,48782,2005-11-02T00:00:00Z,2018-10-31T00:00:00Z
90986,112440,48784,165557,812326,BIRKS GROUP INC,BGI,09088U109,P,01,LC,48784,2005-11-15T00:00:00Z,NA
90987,112418,48785,164756,599876,BOARDWALK PIPELINE PRTNRS-LP,BWP,096627104,P,01,LC,48785,2005-11-09T00:00:00Z,2018-07-31T00:00:00Z
90988,112495,48786,164652,817733,BROOKDALE SENIOR LIVING INC,BKD,112463104,P,01,LC,48786,2005-11-22T00:00:00Z,NA
90992,111900,48792,162906,586129,IHS MARKIT LTD,INFO.1,G47567105,P,01,LC,48792,2005-11-11T00:00:00Z,2016-07-12T00:00:00Z
90993,112461,48793,163610,815224,INTERCONTINENTAL EXCHANGE,ICE,45866F104,P,01,LC,48793,2005-11-16T00:00:00Z,NA
91015,112567,49991,147312,806563,BCB BANCORP INC,BCBP,055298103,P,01,LC,49991,2005-12-14T00:00:00Z,NA
91018,112531,49994,162876,601157,CORE MARK HOLDING CO INC,CORE,218681104,P,01,LC,49994,2005-12-02T00:00:00Z,2021-09-30T00:00:00Z
91020,112554,49996,164664,645660,CYNOSURE INC,CYNO,232577205,P,01,LC,49996,2005-12-09T00:00:00Z,2017-03-31T00:00:00Z
91024,112543,31623,062640,19157,LORAL SPACE & COMMUNICATIONS,LORL,543881106,P,07,LC,50000,2005-12-08T00:00:00Z,2021-11-18T00:00:00Z
91024,112543,50000,062640,19157,LORAL SPACE & COMMUNICATIONS,LORL,543881106,P,07,LC,50000,2005-12-08T00:00:00Z,2021-11-18T00:00:00Z
91032,112566,50007,164422,502155,DEALERTRACK TECHNOLOGIES INC,TRAK.1,242309102,P,01,LC,50007,2005-12-13T00:00:00Z,2015-10-30T00:00:00Z
91037,81337,50012,027265,571929,ADVANTAGE ENERGY LTD,AAVVF,00791P107,P,01,LC,50012,2005-12-09T00:00:00Z,2018-09-21T00:00:00Z
91040,112537,50015,137024,3642,BASIC ENERGY SERVICES INC,BASXQ,06985P209,P,03,LC,50015,2016-12-27T00:00:00Z,2019-12-02T00:00:00Z
91040,112537,50015,137024,3642,BASIC ENERGY SERVICES INC,BASXQ,06985P209,C,01,LC,50015,2016-12-01T00:00:00Z,2016-12-26T00:00:00Z
91040,112537,50015,137024,3642,BASIC ENERGY SERVICES INC,BASXQ,06985P209,P,01,LC,50015,2005-12-09T00:00:00Z,2016-11-30T00:00:00Z
91041,112561,50016,165746,814633,LIVE NATION ENTERTAINMENT,LYV,538034109,P,01,LC,50016,2005-12-22T00:00:00Z,NA
91044,112520,50018,165466,824021,DCP MIDSTREAM LP,DCP,23311P100,P,01,LC,50018,2005-12-02T00:00:00Z,2023-06-30T00:00:00Z
91063,112526,50032,165675,787214,VIACOM INC,VIAB,92553P201,P,01,LC,50032,2006-01-03T00:00:00Z,2019-12-31T00:00:00Z
91068,113280,50184,165914,82918,CHIPOTLE MEXICAN GRILL INC,CMG,169656105,P,01,LC,50184,2006-01-26T00:00:00Z,NA
91069,107242,50185,178921,578083,GASTAR EXPLORATION INC,GSTCQ,36729W202,P,02,LC,50185,2014-02-03T00:00:00Z,2018-09-06T00:00:00Z
91073,112950,50192,165652,911818,WESTERN REFINING INC,WNR,959319104,P,01,LC,50192,2006-01-19T00:00:00Z,2017-06-01T00:00:00Z
91075,113156,50194,165358,827425,AMERICAN RAILCAR INDS INC,ARII,02916P103,P,01,LC,50194,2006-01-20T00:00:00Z,2018-12-31T00:00:00Z
91076,113285,50195,165846,820292,CALUMET INC,CLMT,131428104,P,01,LC,50195,2006-01-26T00:00:00Z,NA
91080,113376,50199,165856,570327,H&E EQUIPMENT SERVICES INC,HEES,404030108,P,01,LC,50199,2006-01-31T00:00:00Z,NA
91084,113378,50203,165699,896434,REGENCY ENERGY PARTNERS LP,RGP.,75885Y107,P,01,LC,50203,2006-01-31T00:00:00Z,2015-04-30T00:00:00Z
91086,113428,50290,156617,247122,ACORDA THERAPEUTICS INC,ACORQ,00484M700,P,01,LC,50290,2006-02-10T00:00:00Z,2024-08-30T00:00:00Z
91088,113394,50292,165943,818260,DEXTERA SURGICAL INC,DXTRQ,252366109,P,01,LC,50292,2006-02-03T00:00:00Z,2017-12-12T00:00:00Z
91090,113414,50293,164755,813486,CROCS INC,CROX,227046109,P,01,LC,50293,2006-02-08T00:00:00Z,NA
91095,113545,50297,166213,790544,LIQUIDITY SERVICES INC,LQDT,53635B107,P,01,LC,50297,2006-02-23T00:00:00Z,NA
91096,113450,50298,165924,862235,MORGANS HOTEL GROUP CO,MHGC,61748W108,P,01,LC,50298,2006-02-14T00:00:00Z,2016-12-30T00:00:00Z
91099,113426,50300,165845,750269,NTELOS HOLDINGS CORP,NTLS,67020Q305,P,01,LC,50300,2006-02-09T00:00:00Z,2016-05-31T00:00:00Z
91103,8443,21793,010795,31575,UNITED AIRLINES HOLDINGS INC,UAL,910047109,P,04,LC,21793,2006-02-02T00:00:00Z,NA
91111,113391,50309,165649,820219,ENERGY TRANSFER LP,ET,29273V100,P,01,LC,50309,2006-02-03T00:00:00Z,NA
91114,113362,50314,163113,828460,KOPPERS HOLDINGS INC,KOP,50060P106,P,01,LC,50314,2006-02-01T00:00:00Z,NA
91128,74406,50323,026069,14110,GULFPORT ENERGY CORP,GPOR,402635502,C,01,LC,50323,2006-02-28T00:00:00Z,2020-11-25T00:00:00Z
91128,74406,50323,026069,3394791,GULFPORT ENERGY CORP,GPOR,402635502,C,01,LC,50323,2006-02-28T00:00:00Z,2020-11-25T00:00:00Z
91135,107377,50468,029135,3709,BAYTEX ENERGY CORP,BTE,07317Q105,P,01,LC,50468,2006-03-27T00:00:00Z,NA
91141,113622,50473,164266,782219,MEDIVATION INC,MDVN,58501N101,P,01,LC,50473,2006-03-15T00:00:00Z,2016-09-30T00:00:00Z
91152,113612,50481,148349,818089,TRANSDIGM GROUP INC,TDG,893641100,P,01,LC,50481,2006-03-15T00:00:00Z,NA
91154,113604,50482,166414,832353,ALEXZA PHARMACTCLS INC,ALXA,015384209,P,01,LC,50482,2006-03-08T00:00:00Z,2016-06-30T00:00:00Z
91161,113619,50489,181269,884336,GREEN PLAINS INC,GPRE,393222104,P,01,LC,50489,2008-10-31T00:00:00Z,NA
91167,136178,50495,166747,6044,UNITED COMMUNITY BANCORP,UCBA,90984R101,P,01,LC,50495,2006-04-01T00:00:00Z,2018-09-28T00:00:00Z
91167,136178,50495,166747,6044,UNITED COMMUNITY BANCORP,UCBA,90984R101,C,01,LC,50495,2006-03-31T00:00:00Z,2006-03-31T00:00:00Z
91186,113708,50601,166435,462078,VANDA PHARMACEUTICALS INC,VNDA,921659108,P,01,LC,50601,2006-04-12T00:00:00Z,NA
91192,113689,50604,165691,603089,CASTLE BRANDS INC,ROX,148435100,P,01,LC,50604,2006-04-06T00:00:00Z,2019-10-31T00:00:00Z
91204,6749,21430,012428,24789,PORTLAND GENERAL ELECTRIC CO,POR,736508847,P,04,LC,21430,2006-04-10T00:00:00Z,NA
91207,4180,20935,005723,29125,STARWOOD HOTELS&RESORTS WRLD,HOT,85590A401,P,01,LC,20935,2006-04-10T00:00:00Z,2016-09-22T00:00:00Z
91233,113838,50700,160225,483173,MASTERCARD INC,MA,57636Q104,P,01,LC,50700,2006-05-25T00:00:00Z,NA
91234,113845,50701,166482,797091,MUELLER WATER PRODUCTS INC,MWA,624758108,P,01,LC,50701,2006-05-26T00:00:00Z,NA
91237,113834,50706,166562,561710,VONAGE HOLDINGS CORP,VG.3,92886T201,P,01,LC,50706,2006-05-24T00:00:00Z,2022-07-29T00:00:00Z
91262,86397,13927,061155,2949,ATLAS AIR WORLDWIDE HLDG INC,AAWW,049164205,P,02,LC,13927,2006-05-31T00:00:00Z,2023-03-31T00:00:00Z
91263,113785,50723,166363,914699,ALLIANCE HOLDINGS GP LP,AHGP,01861G100,P,01,LC,50723,2006-05-10T00:00:00Z,2018-05-31T00:00:00Z
91270,113747,50728,153793,735325,CHELSEA THERAPEUTICS INTL,CHTP,163428105,P,01,LC,50728,2006-05-02T00:00:00Z,2014-06-30T00:00:00Z
91271,113800,50729,166368,895357,COMPASS DIVERSIFIED HOLDINGS,CODI,20451Q104,P,01,LC,50729,2006-05-11T00:00:00Z,NA
91279,113786,50732,015539,383122,PARATEK PHARMACEUTCLS INC,PRTK,699374302,P,01,LC,50732,2014-10-31T00:00:00Z,2023-09-29T00:00:00Z
91283,113781,50735,174169,626723,BATTALION OIL CORP,BATL,07134L107,P,10,LC,50735,2020-02-20T00:00:00Z,NA
91283,113781,50735,174169,626723,BATTALION OIL CORP,BATL,07134L107,P,07,LC,50735,2016-09-12T00:00:00Z,2019-07-22T00:00:00Z
91283,113781,50735,174169,626723,BATTALION OIL CORP,BATL,07134L107,C,01,LC,50735,2016-09-01T00:00:00Z,2016-09-11T00:00:00Z
91283,113781,50735,174169,626723,BATTALION OIL CORP,BATL,07134L107,P,01,LC,50735,2006-05-09T00:00:00Z,2016-08-31T00:00:00Z
91283,113781,50735,174169,3167794,BATTALION OIL CORP,BATL,07134L107,P,10,LC,50735,2020-02-20T00:00:00Z,NA
91283,113781,50735,174169,3167794,BATTALION OIL CORP,BATL,07134L107,P,07,LC,50735,2016-09-12T00:00:00Z,2019-07-22T00:00:00Z
91283,113781,50735,174169,3167794,BATTALION OIL CORP,BATL,07134L107,C,01,LC,50735,2016-09-01T00:00:00Z,2016-09-11T00:00:00Z
91283,113781,50735,174169,3167794,BATTALION OIL CORP,BATL,07134L107,P,01,LC,50735,2006-05-09T00:00:00Z,2016-08-31T00:00:00Z
91286,113858,50738,164411,744752,VIRTUALSCOPICS INC,VSCP,928269208,P,01,LC,50738,2006-05-31T00:00:00Z,2016-05-31T00:00:00Z
91306,45956,50845,106486,24744,POLYMET MINING CORP,PLM,731916409,C,01,LC,50845,2006-06-26T00:00:00Z,2023-11-30T00:00:00Z
91321,8124,50848,010385,30169,TECK RESOURCES LTD,TECK,878742204,P,01,LC,50848,2006-06-29T00:00:00Z,NA
91348,113866,50854,166555,850181,ALPHATEC HOLDINGS INC,ATEC,02081G201,P,01,LC,50854,2006-06-02T00:00:00Z,NA
91349,113867,50855,164606,853327,TOWN SPORTS INTL HOLDINGS,CLUBQ,89214A102,P,01,LC,50855,2006-06-02T00:00:00Z,2023-01-31T00:00:00Z
91355,113970,50860,175055,864414,HILL INTERNATIONAL INC,HIL,431466101,P,01,LC,50860,2006-06-29T00:00:00Z,2022-12-30T00:00:00Z
91356,113937,50861,164633,646224,HOME BANCSHARES INC,HOMB,436893200,P,01,LC,50861,2006-06-23T00:00:00Z,NA
91357,113905,50862,174119,666453,HOUSTON WIRE & CABLE CO,HWCC,44244K109,P,01,LC,50862,2006-06-15T00:00:00Z,2021-06-30T00:00:00Z
91359,113869,50864,166583,832074,LUNA INNOVATIONS INC,LUNA,550351100,P,01,LC,50864,2006-06-02T00:00:00Z,NA
91363,113965,50867,174049,865430,PGT INNOVATIONS INC,PGTI,69336V101,P,01,LC,50867,2006-06-28T00:00:00Z,2024-03-31T00:00:00Z
91365,127656,50869,179413,469033,CARDIOVASCULAR SYSTEMS INC,CSII,141619106,P,01,LC,50869,2009-02-26T00:00:00Z,2023-04-30T00:00:00Z
91366,113906,50870,166593,749358,SYNCHRONOSS TECHNOLOGIES,SNCR,87157B400,P,01,LC,50870,2006-06-15T00:00:00Z,NA
91392,114025,50965,174729,858089,TRAVEL PLUS LEISURE CO,TNL,894164102,P,01,LC,50965,2006-08-01T00:00:00Z,NA
91402,114061,29717,025964,6510,CHART INDUSTRIES INC,GTLS,16115Q308,P,05,LC,29717,2006-07-26T00:00:00Z,NA
91403,65727,23285,024293,82544,KAISER ALUMINUM CORP,KALU,483007704,P,03,LC,23285,2006-07-07T00:00:00Z,NA
91413,114121,51094,174744,502603,EVERCORE INC,EVR,29977A105,P,01,LC,51094,2006-08-11T00:00:00Z,NA
91416,114128,51096,175319,882407,HANESBRANDS INC,HBI,410345102,P,01,LC,51096,2006-09-06T00:00:00Z,NA
91418,114136,51097,122212,917665,GENERAL MOLY INC,GMOLQ,370373102,C,01,LC,51097,2006-08-16T00:00:00Z,2020-09-30T00:00:00Z
91426,114114,51105,175110,11500,AIRCASTLE LTD,AYR,G0129K104,P,01,LC,51105,2006-08-08T00:00:00Z,2020-03-31T00:00:00Z
91432,114138,51110,174541,816868,INNERWORKINGS INC,INWK,45773Y105,P,01,LC,51110,2006-08-16T00:00:00Z,2020-10-30T00:00:00Z
91434,114112,51111,174648,74414,OSIRIS THERAPEUTICS INC,OSIR,68827R108,P,01,LC,51111,2018-08-01T00:00:00Z,2019-04-30T00:00:00Z
91434,114112,51111,174648,74414,OSIRIS THERAPEUTICS INC,OSIR,68827R108,P,01,LC,51111,2006-08-04T00:00:00Z,2017-03-13T00:00:00Z
91434,114112,51111,174648,2930264,OSIRIS THERAPEUTICS INC,OSIR,68827R108,P,01,LC,51111,2018-08-01T00:00:00Z,2019-04-30T00:00:00Z
91434,114112,51111,174648,2930264,OSIRIS THERAPEUTICS INC,OSIR,68827R108,P,01,LC,51111,2006-08-04T00:00:00Z,2017-03-13T00:00:00Z
91461,115331,51196,175263,840164,WESTERN UNION CO,WU,959802109,P,01,LC,51196,2006-10-02T00:00:00Z,NA
91463,115259,51198,174077,115527,COMMVAULT SYSTEMS INC,CVLT,204166102,P,01,LC,51198,2006-09-22T00:00:00Z,NA
91468,115319,51205,174637,824791,ICF INTERNATIONAL INC,ICFI,44925C103,P,01,LC,51205,2006-09-28T00:00:00Z,NA
91485,115254,51210,174317,465157,RIVERBED TECHNOLOGY INC,RVBD,768573107,P,01,LC,51210,2006-09-21T00:00:00Z,2015-04-24T00:00:00Z
91486,115328,51211,175376,786714,SHUTTERFLY INC,SFLY,82568P304,P,01,LC,51211,2006-09-29T00:00:00Z,2019-09-30T00:00:00Z
91488,115257,51213,165215,735327,ALAUNOS THERAPEUTICS INC,TCRT,98973P309,P,01,LC,51213,2006-09-22T00:00:00Z,NA
91491,115926,51300,174136,480186,ACHILLION PHARMACEUTICALS,ACHN.1,00448Q201,P,01,LC,51300,2006-10-26T00:00:00Z,2020-01-31T00:00:00Z
91494,115406,51302,174656,940110,BREITBURN ENERGY PARTNERS LP,BBEPQ,106776107,P,01,LC,51302,2006-10-04T00:00:00Z,2018-04-06T00:00:00Z
91498,115787,51306,174389,930405,EHEALTH INC,EHTH,28238P109,P,01,LC,51306,2006-10-13T00:00:00Z,NA
91499,115891,51307,175157,956535,EAGLE ROCK ENERGY PARTNRS LP,EROC,26985R104,P,01,LC,51307,2006-10-25T00:00:00Z,2015-10-30T00:00:00Z
91500,115837,51308,162449,791669,EXLSERVICE HOLDINGS INC,EXLS,302081104,P,01,LC,51308,2006-10-20T00:00:00Z,NA
